id,dep_delayed_15min
0,0.041632976
1,0.053019345
2,0.036251046
3,0.20576933
4,0.19578937
5,0.09256993
6,0.06739146
7,0.25636223
8,0.18056497
9,0.25131264
10,0.38278368
11,0.1949575
12,0.040683843
13,0.2623629
14,0.06410523
15,0.23728533
16,0.06318605
17,0.281318
18,0.35036227
19,0.018783359
20,0.15124777
21,0.016825624
22,0.20483848
23,0.17014638
24,0.2737765
25,0.33697423
26,0.0085572945
27,0.021226553
28,0.24684943
29,0.17368723
30,0.1619296
31,0.27918872
32,0.0031095953
33,0.27553764
34,0.31263155
35,0.19561219
36,0.19345288
37,0.21876544
38,0.124725245
39,0.30285066
40,0.1374266
41,0.24279663
42,0.22691666
43,0.2737765
44,0.15088397
45,0.5584527
46,0.0021693273
47,0.15142798
48,0.3250324
49,0.11682767
50,0.28869718
51,0.049604803
52,0.12819387
53,0.31936657
54,0.30666262
55,0.060020257
56,0.24797612
57,0.33652472
58,0.061150316
59,0.29095677
60,0.16816975
61,0.12566195
62,0.20164993
63,0.21627773
64,0.20832103
65,0.14905462
66,0.019064263
67,0.14229007
68,0.13343988
69,0.17686667
70,0.03418538
71,0.24101156
72,0.34729102
73,0.12832977
74,0.6219369
75,0.23770747
76,0.10524147
77,0.14026284
78,0.1244232
79,0.14390802
80,0.21132512
81,0.27830276
82,0.07470747
83,0.4027632
84,0.13043761
85,0.0012029484
86,0.06013862
87,0.24406615
88,0.12700546
89,0.17224385
90,0.22703418
91,0.2042181
92,0.14626083
93,0.12149215
94,0.24147663
95,0.15119706
96,0.26105815
97,0.14166386
98,0.23009996
99,0.29131734
100,0.17218515
101,0.2644843
102,0.054318223
103,0.18057497
104,0.0015991863
105,0.086291835
106,0.22910559
107,0.061846115
108,0.11494922
109,0.27375606
110,0.23883681
111,0.20399497
112,0.34242105
113,0.03752539
114,0.06258693
115,0.20806037
116,0.16134723
117,0.5350669
118,0.08027447
119,0.24582215
120,0.4729197
121,0.25715727
122,0.28963962
123,0.2007272
124,0.20475385
125,0.07690994
126,0.079211615
127,0.028372945
128,0.07888686
129,0.44853377
130,0.3458771
131,0.15387627
132,0.015397975
133,0.18707876
134,0.08253989
135,0.18718468
136,0.31049964
137,0.17270204
138,0.0127827125
139,0.07790626
140,0.30008572
141,0.16670465
142,0.21575211
143,0.35870802
144,0.21207792
145,0.32502383
146,0.20406258
147,0.2057189
148,0.108487
149,0.31481597
150,0.41422978
151,0.25278845
152,0.13081652
153,0.14285633
154,0.118463784
155,0.14864868
156,0.28089392
157,0.20940214
158,0.26508093
159,0.06380739
160,0.07893153
161,0.35711527
162,0.76314855
163,0.12986544
164,0.18245102
165,0.09870767
166,0.07578898
167,0.013381129
168,0.13690946
169,0.310606
170,0.18094636
171,0.17256215
172,0.19325924
173,0.2533602
174,0.32546505
175,0.2603219
176,0.14852594
177,0.02690711
178,0.24491599
179,0.18131505
180,0.06627511
181,0.19931401
182,0.1431083
183,0.38941193
184,0.13476793
185,0.29750875
186,0.2532281
187,0.2906659
188,0.15394038
189,0.30497393
190,0.40220705
191,0.204682
192,0.16066867
193,0.30601597
194,0.23276395
195,0.15468103
196,0.19999747
197,0.12546779
198,0.19998503
199,0.25272447
200,0.1713679
201,0.2988026
202,0.36852014
203,0.027203748
204,0.002500375
205,0.21455488
206,0.54780924
207,0.0068512782
208,0.18445814
209,0.14116305
210,0.016013587
211,0.07919803
212,0.31376395
213,0.24031165
214,0.1241971
215,0.10589516
216,0.021535594
217,0.12439946
218,0.29006568
219,0.13089055
220,0.1539864
221,0.29337314
222,0.11062639
223,0.12226024
224,0.22626731
225,0.11494922
226,0.3054557
227,0.33749872
228,0.2343522
229,0.48974752
230,0.016033886
