session_id,target
1,5.146753199994692e-05
2,1.198335459892142e-07
3,7.672816298244653e-09
4,2.988734935610637e-10
5,2.4301348530278795e-05
6,5.169899723395428e-06
7,0.0006239539078979127
8,0.00018718750286753877
9,1.6200743773018927e-05
10,0.0011406206391723038
11,1.1714584653577453e-05
12,1.5277976888071736e-06
13,1.0305974725843659e-05
14,0.011249186426878678
15,9.426462730974722e-05
16,0.00011561321100836064
17,0.017495466467819742
18,5.823689424034104e-07
19,0.00047297492309540906
20,9.715072398163537e-08
21,0.029213615651437617
22,2.6743568572214634e-07
23,2.2391604570445e-05
24,0.0015029041706463655
25,0.07374505132530525
26,5.8118566612070755e-09
27,9.61753440863429e-06
28,3.005072933992074e-09
29,0.015295792921007157
30,0.00021234624065429483
31,0.021726202962562804
32,0.01353057758449142
33,1.2639129241072041e-05
34,1.3037418894502065e-07
35,0.016742053477149
36,0.0002800531050371954
37,3.4884155267790496e-11
38,8.079616387416508e-08
39,5.175946132819205e-05
40,7.610243133273905e-07
41,0.00030224535576588716
42,0.006637179308332753
43,2.8459410104640165e-06
44,9.87241880744393e-06
45,0.30186764619739
46,2.0560835613695534e-05
47,9.130916909634468e-05
48,7.5287078504270485e-06
49,1.7571143371423242e-05
50,1.0928208104009269e-07
51,5.391045248152607e-10
52,4.6384008627320985e-06
53,0.02063692727272514
54,0.00011885212740327225
55,5.93652216030464e-06
56,0.005677757035537252
57,1.3429923110242515e-08
58,2.4605257907452444e-07
59,1.8300205061792107e-06
60,1.5955501503820095e-07
61,1.3625947701384418e-07
62,3.294815753731057e-05
63,5.506011137035952e-07
64,1.4328596117709422e-05
65,8.602218481632219e-07
66,3.6457455189295815e-07
67,8.080296988033652e-06
68,0.00027723228585908047
69,0.04580116833484105
70,3.3427606667466056e-06
71,0.0003497519943159928
72,0.00010630054726892309
73,0.12968676197139187
74,7.043419272096734e-06
75,2.6724012970748245e-05
76,0.00036505979105358374
77,0.00020781240317230043
78,0.0022016882105803538
79,4.531572897008884e-06
80,1.1018145003436506e-06
81,3.958147840684542e-07
82,0.0001398842681665227
83,1.9537199092273355e-09
84,0.5800626491678663
85,9.646088922849507e-06
86,3.7970576491850965e-07
87,0.0020760629500878114
88,0.00021795469684678204
89,0.00041955083580194516
90,0.03173683560016961
91,2.886863884317591e-06
92,3.403820479532217e-07
93,0.034241097769729376
94,2.3226062948605598e-05
95,0.08928023563806713
96,1.4099091392307557e-07
97,0.00011451222015540949
98,1.178875561914118e-06
99,5.087508341871923e-07
100,3.604797772096919e-05
101,6.363803954543889e-06
102,0.11254294266258635
103,2.3272642161718586e-05
104,2.8581189066246636e-05
105,6.441109322463236e-06
106,3.653435305874299e-06
107,0.0024276951095110267
108,1.583747871244829e-05
109,1.4969880393739018e-07
110,1.2049980006070912e-06
111,6.703471321358333e-05
112,2.0200618510287963e-09
113,0.0002229364116282226
114,4.870877819630893e-08
115,7.786569585235333e-07
116,8.469810837194396e-06
117,2.756668134188918e-05
118,0.0017835806589148423
119,0.00015829554121436407
120,0.00016579584189191823
121,1.2232319064082613e-06
122,1.7838798712376935e-06
123,4.964723171797595e-06
124,2.163610442214346e-05
125,0.0014161734998697534
126,1.3840570624575588e-07
127,2.0455701699169558e-09
128,4.369674585283742e-06
129,0.0019936932006371397
130,0.002708944151056594
131,0.00011055217671748595
132,0.0007272981581584444
133,0.0010904474708558062
134,5.550993671576285e-07
135,4.503399881302058e-08
136,2.9024152613974608e-05
137,4.6733879556275375e-06
138,0.0016864532255639786
139,3.9349904366155305e-07
140,9.432662830303572e-06
141,7.103118391860666e-09
142,2.845227077420057e-06
143,6.229944937344476e-06
144,0.0009933500604423502
145,9.03770401277045e-08
146,0.0001973527930229062
147,6.4607450345013295e-06
148,0.0008046995952340449
149,0.0005959375919135618
150,0.02813546628141409
151,2.213075107871255e-08
152,0.0193477913571621
153,1.6902754445574822e-05
154,1.97671048486326e-05
155,1.3975362049964095e-05
156,1.3260420844538177e-06
157,5.879132876015475e-07
158,4.6465095509620235e-05
159,1.6081125908943615e-05
160,1.409867623795008e-06
161,0.0019646977509791643
162,2.1741156645911846e-05
163,9.484698337453422e-05
164,0.0022767263180750227
165,2.137898331007013e-08
166,3.235045483959062e-07
167,0.005044946563886337
168,0.0005959375919135618
169,0.00042729467173113886
170,0.00015911977930675836
171,0.000782628271565924
172,0.00015738667036271445
173,2.297755703536884e-05
174,0.00014002563881199847
175,0.21605066782930257
176,0.001099399055209359
177,0.007095817185215325
178,1.7425852517962064e-07
179,1.1663986555758336e-05
180,0.00021913033277371928
181,4.7817718120503565e-06
182,0.0005334732534531424
183,1.3057562328229193e-06
184,1.69576801789543e-05
185,4.315982024332925e-06
186,5.911448442239087e-05
187,2.7217737834927306e-08
188,1.8487533770023904e-07
189,0.0011565296401498928
190,1.1877186415749477e-05
191,6.505171034811414e-06
192,2.3712367978362183e-06
193,0.001322996346817971
194,0.0003151827278282259
195,8.073700729196387e-06
196,1.031174349815453e-06
197,8.049246488325216e-05
198,0.0011044670102789884
199,0.01205558015399432
200,1.7382211388247341e-06
201,1.663494907336756e-05
202,0.01765542325061098
203,1.7512228279263966e-07
204,3.8504458375820796e-05
205,0.0022508736162240666
206,3.496535404904834e-12
207,3.779393516301439e-05
208,0.00038860623881252255
209,2.1035090205492857e-07
210,0.003406682322464296
211,0.00041277530191750466
212,0.012877991058713416
213,9.636185912913143e-07
214,0.019743429663395318
215,0.00036132847612180117
216,0.003624867290650239
217,0.041355796621550124
218,0.0003377372450460646
219,8.806952172047424e-05
220,0.00042782853461860226
221,0.0008634255322808814
222,4.469739731410024e-06
223,0.01874668923269267
224,0.00024595115204000835
225,0.014607579773544543
226,0.0028719914388299892
227,0.0005701126475332748
228,5.0404635001599616e-05
229,2.2286380984455585e-06
230,0.00044570599156951634
231,2.226130726385016e-06
232,1.2838478677023006e-06
233,5.787135782368423e-07
234,0.0014890542972229178
235,2.5003761122125372e-05
236,5.640944491679259e-05
237,0.000407310846831038
238,0.0004936204548442847
239,5.175946132819205e-05
240,0.0018037459164730854
241,1.3402337626748428e-05
242,4.2741012311098176e-10
243,1.2377977553438082e-10
244,1.857266628354371e-06
245,7.10153939855032e-05
246,7.529830125732901e-07
247,0.07194271392797474
248,7.94532026368455e-05
249,1.323571469106641e-06
250,0.000116274753100578
251,0.02498588339378986
252,2.7236007550579937e-06
253,1.8849760209142363e-06
254,0.00025214559921158747
255,4.7398932881428474e-05
256,2.773226814578166e-10
257,2.1569918442096078e-05
258,0.005883852356874838
259,0.0017297654824732205
260,0.0007859231829879727
261,2.2509189711145336e-05
262,0.0006219897390631842
263,4.9033063986584284e-05
264,0.0004710506618831482
265,9.677057684278709e-06
266,3.007400640732777e-08
267,9.773057173114973e-14
268,1.8155272157811127e-05
269,0.000207410667635526
270,4.45349877034006e-05
271,1.7576797481383987e-07
272,1.000818998229203e-05
273,5.329019104923947e-07
274,0.000683473805983009
275,0.002925043921491157
276,1.520759180588177e-08
277,0.00040027204787670826
278,0.011165272980028
279,2.4232499503193847e-07
280,0.0007831288172944162
