timestamp,site
2013-11-15 19:39:37,office14client.microsoft.com
2013-11-15 19:39:37,office.microsoft.com
2013-11-15 19:39:38,office.microsoft.com
2013-11-15 19:44:17,rr.office.microsoft.com
2013-11-16 22:15:25,office14client.microsoft.com
2013-11-16 22:15:26,rr.office.microsoft.com
2013-11-19 17:27:26,office14client.microsoft.com
2013-11-19 17:27:26,office.microsoft.com
2013-11-23 18:24:48,office14client.microsoft.com
2013-11-23 18:24:49,office.microsoft.com
2013-11-23 18:24:50,office.microsoft.com
2013-12-05 10:38:40,www.bing.com
2013-12-05 10:38:40,www.google.com
2013-12-05 10:38:51,www.google.fr
2013-12-05 10:39:03,www.google.fr
2013-12-05 10:39:03,apis.google.com
2013-12-05 10:39:06,www.google.com
2013-12-05 10:39:21,www.google.com
2013-12-05 10:39:21,www.google.fr
2013-12-05 10:39:21,apis.google.com
2013-12-05 10:39:22,fr.wikipedia.org
2013-12-05 10:39:22,bits.wikimedia.org
2013-12-05 10:39:22,login.wikimedia.org
2013-12-05 10:39:22,meta.wikimedia.org
2013-12-05 10:39:22,www.google.fr
2013-12-05 10:39:36,fr.wikipedia.org
2013-12-05 10:39:36,bits.wikimedia.org
2013-12-05 10:39:53,ieonline.microsoft.com
2013-12-05 10:40:36,bits.wikimedia.org
2013-12-05 10:40:36,fr.wikipedia.org
2013-12-10 13:44:46,office14client.microsoft.com
2013-12-10 13:44:47,office.microsoft.com
2013-12-10 13:44:50,office.microsoft.com
2013-12-12 19:07:24,office14client.microsoft.com
2013-12-12 19:07:24,office.microsoft.com
2013-12-12 19:07:25,office.microsoft.com
2013-12-12 19:07:26,office.microsoft.com
2013-12-16 09:48:40,fpdownload2.macromedia.com
2013-12-16 09:48:50,www.google.fr
2013-12-16 09:48:52,www.google.com
2013-12-16 09:48:53,apis.google.com
2013-12-16 09:49:20,apis.google.com
2013-12-16 09:49:20,www.google.fr
2013-12-16 09:49:20,www.google.com
2013-12-16 09:49:21,www.google.fr
2013-12-16 09:49:21,ecx.images-amazon.com
2013-12-16 09:49:21,z-ecx.images-amazon.com
2013-12-16 09:49:21,g-ecx.images-amazon.com
2013-12-16 09:49:22,z-ecx.images-amazon.com
2013-12-16 09:49:22,g-ecx.images-amazon.com
2013-12-16 09:49:22,ecx.images-amazon.com
2013-12-16 09:49:22,www.amazon.fr
2013-12-16 09:49:23,z-ecx.images-amazon.com
2013-12-16 09:49:23,www.amazon.fr
2013-12-16 09:49:23,fls-eu.amazon.fr
2013-12-16 09:49:23,g-ecx.images-amazon.com
2013-12-16 09:49:24,www.amazon.fr
2013-12-16 09:49:24,g-ecx.images-amazon.com
2013-12-16 09:49:24,ecx.images-amazon.com
2013-12-16 09:49:24,cloudfront-labs.amazonaws.com
2013-12-16 09:49:24,z-ecx.images-amazon.com
2013-12-16 09:49:25,www.facebook.com
2013-12-16 09:49:25,a4e9eb983da27ef9dc21aee008750fb9d.profile.maa3.cloudfront.net
2013-12-16 09:49:25,g-ecx.images-amazon.com
2013-12-16 09:49:25,z-ecx.images-amazon.com
2013-12-16 09:49:26,df9v6ngw2bw7n.cloudfront.net
2013-12-16 09:49:26,fls-eu.amazon.fr
2013-12-16 09:49:26,g-ecx.images-amazon.com
2013-12-16 09:49:26,fls-eu.amazon.com
2013-12-16 09:50:18,g-ecx.images-amazon.com
2013-12-16 09:50:18,fls-eu.amazon.fr
2013-12-16 09:50:19,ecx.images-amazon.com
2013-12-16 09:50:19,z-ecx.images-amazon.com
2013-12-16 09:50:19,g-ecx.images-amazon.com
2013-12-16 09:50:19,www.amazon.fr
2013-12-16 09:50:20,www.amazon.fr
2013-12-16 09:50:20,df9v6ngw2bw7n.cloudfront.net
2013-12-16 09:50:20,fls-eu.amazon.com
2013-12-16 09:50:20,fls-eu.amazon.fr
2013-12-16 09:50:20,g-ecx.images-amazon.com
2013-12-16 09:50:53,fls-eu.amazon.fr
2013-12-16 09:50:54,www.amazon.fr
2013-12-16 09:50:54,ecx.images-amazon.com
2013-12-16 09:50:55,fls-eu.amazon.com
2013-12-16 09:50:55,fls-eu.amazon.fr
2013-12-16 09:50:55,www.amazon.fr
2013-12-16 09:50:55,ecx.images-amazon.com
2013-12-16 09:50:55,z-ecx.images-amazon.com
