timestamp,site
2013-11-15 10:30:12,sigayret.fr
2013-11-15 10:32:55,gtglobal-ocsp.geotrust.com
2013-11-15 10:32:55,safebrowsing-cache.google.com
2013-11-15 10:32:55,safebrowsing.clients.google.com
2013-11-15 10:32:55,clients1.google.com
2013-11-15 10:32:56,safebrowsing-cache.google.com
2013-11-15 10:32:57,safebrowsing-cache.google.com
2013-11-15 10:32:58,safebrowsing-cache.google.com
2013-11-15 10:32:59,safebrowsing-cache.google.com
2013-11-15 10:33:00,safebrowsing-cache.google.com
2013-11-15 10:34:01,safebrowsing-cache.google.com
2013-11-15 10:36:55,sb-ssl.google.com
2013-11-15 10:44:04,feeds.bbci.co.uk
2013-11-15 10:44:04,newsrss.bbc.co.uk
2013-11-15 10:44:04,fxfeeds.mozilla.com
2013-11-15 10:55:14,sigayret.fr
2013-11-15 10:56:38,safebrowsing.clients.google.com
2013-11-15 10:56:38,safebrowsing-cache.google.com
2013-11-15 10:56:39,safebrowsing-cache.google.com
2013-11-15 10:56:40,safebrowsing-cache.google.com
2013-11-15 10:56:41,safebrowsing-cache.google.com
2013-11-15 10:56:42,safebrowsing-cache.google.com
2013-11-15 10:57:43,safebrowsing-cache.google.com
2013-11-15 10:57:44,safebrowsing-cache.google.com
2013-11-15 10:57:45,safebrowsing-cache.google.com
2013-11-15 11:21:38,www.squid-cache.org
2013-11-15 11:21:42,www.google.com
2013-11-15 11:21:42,clients1.google.com
2013-11-15 11:21:44,www.google.com
2013-11-15 11:21:45,www.google.com
2013-11-15 11:21:49,euw.leagueoflegends.com
2013-11-15 11:21:50,metrics.leagueoflegends.com
2013-11-15 11:21:50,euw.leagueoflegends.com
2013-11-15 11:21:51,ocsp.digicert.com
2013-11-15 11:21:51,euw.leagueoflegends.com
2013-11-15 11:21:53,s3-us-west-2.amazonaws.com
2013-11-15 11:21:53,euw.leagueoflegends.com
2013-11-15 11:21:54,metrics.leagueoflegends.com
2013-11-15 11:21:54,platform.twitter.com
2013-11-15 11:21:54,connect.facebook.net
2013-11-15 11:21:55,s-static.ak.facebook.com
2013-11-15 11:21:55,static.ak.facebook.com
2013-11-15 11:21:55,platform.twitter.com
2013-11-15 11:21:55,riot-web-static.s3.amazonaws.com
2013-11-15 11:21:55,www.facebook.com
