timestamp,site
2014-02-10 17:22:25,html5shim.googlecode.com
2014-02-10 17:22:35,ocsp.gandi.net
2014-02-10 17:22:36,ocsp.usertrust.com
2014-02-10 17:22:55,safebrowsing.clients.google.com
2014-02-10 17:22:55,safebrowsing-cache.google.com
2014-02-10 17:22:56,safebrowsing-cache.google.com
2014-02-10 17:24:08,ocsp.thawte.com
2014-02-10 17:25:01,html5shim.googlecode.com
2014-02-10 17:26:09,ocsp.verisign.com
2014-02-11 08:08:41,ocsp.thawte.com
2014-02-11 08:08:53,elmundo.es
2014-02-11 08:08:54,estaticos.marca.com
2014-02-11 08:08:54,cache.elmundo.es
2014-02-11 08:08:54,estaticos04.elmundo.es
2014-02-11 08:08:54,estaticos01.elmundo.es
2014-02-11 08:08:54,www.elmundo.es
2014-02-11 08:08:54,estaticos03.elmundo.es
2014-02-11 08:08:54,estaticos.cookies.unidadeditorial.es
2014-02-11 08:08:54,estaticos.elmundo.es
2014-02-11 08:08:54,estaticos02.elmundo.es
2014-02-11 08:08:55,estaticos.expansion.com
2014-02-11 08:08:55,cache.elmundo.es
2014-02-11 08:08:55,estaticos03.elmundo.es
2014-02-11 08:08:55,www.detiendasporelmundo.es
2014-02-11 08:08:55,estaticos04.elmundo.es
2014-02-11 08:08:55,estaticos02.elmundo.es
2014-02-11 08:08:55,estaticos01.elmundo.es
2014-02-11 08:08:55,estaticos.elmundo.es
2014-02-11 08:08:56,estaticos.expansion.com
2014-02-11 08:08:56,estaticos.elmundo.es
2014-02-11 08:08:56,estaticos01.elmundo.es
2014-02-11 08:08:56,estaticos.marca.com
2014-02-11 08:08:56,www.detiendasporelmundo.es
2014-02-11 08:08:56,estaticos03.elmundo.es
2014-02-11 08:08:56,estaticos04.elmundo.es
2014-02-11 08:08:56,estaticos02.elmundo.es
2014-02-11 08:08:56,www.elmundo.es
2014-02-11 08:08:56,cache.elmundo.es
2014-02-11 08:08:58,estaticos.elmundo.es
2014-02-11 08:08:59,estaticos.elmundo.es
2014-02-11 08:09:00,metrics.el-mundo.net
2014-02-11 08:09:00,www.google.com
2014-02-11 08:09:01,clients1.google.com
2014-02-11 08:09:01,gtglobal-ocsp.geotrust.com
2014-02-11 08:09:43,www.elmundo.es
2014-02-11 08:09:43,estaticos.elmundo.es
2014-02-11 08:09:44,estaticos.elmundo.es
2014-02-11 08:09:44,estaticos02.elmundo.es
2014-02-11 08:09:44,estaticos01.elmundo.es
2014-02-11 08:09:44,estaticos04.elmundo.es
2014-02-11 08:09:44,estaticos03.elmundo.es
2014-02-11 08:09:45,estaticos.elmundo.es
2014-02-11 08:09:46,www.elmundo.es
2014-02-11 08:09:47,cache.elmundo.es
2014-02-11 08:09:48,ocsp.digicert.com
2014-02-11 08:09:48,api.facebook.com
2014-02-11 08:09:48,clients1.google.com
2014-02-11 08:09:49,ocsp.digicert.com
2014-02-11 08:09:49,metrics.el-mundo.net
2014-02-11 08:09:49,clients1.google.com
2014-02-11 08:09:50,clients1.google.com
2014-02-11 08:10:09,safebrowsing.clients.google.com
2014-02-11 08:10:09,safebrowsing-cache.google.com
2014-02-11 08:10:25,ocsp.digicert.com
2014-02-11 08:10:57,www.elmundo.es
2014-02-11 08:10:57,estaticos.elmundo.es
2014-02-11 08:10:58,estaticos02.elmundo.es
2014-02-11 08:10:58,estaticos04.elmundo.es
2014-02-11 08:10:58,estaticos01.elmundo.es
2014-02-11 08:10:58,estaticos03.elmundo.es
2014-02-11 08:11:00,www.elmundo.es
2014-02-11 08:11:00,estaticos.elmundo.es
2014-02-11 08:11:00,cache.elmundo.es
2014-02-11 08:11:01,api.facebook.com
2014-02-11 08:11:02,metrics.el-mundo.net
2014-02-11 08:12:45,accounts.google.com
2014-02-11 08:12:57,d1xnn692s7u6t6.cloudfront.net
2014-02-11 08:13:57,apis.google.com
2014-02-11 08:22:21,hoycinema.abc.es
2014-02-11 08:22:21,www.abc.es
2014-02-11 08:22:21,oferplan-imagenes.abc.es
2014-02-11 08:22:21,laguiatv.abc.es
2014-02-11 08:22:21,es1.abcimg.es
2014-02-11 08:22:21,resizer.abc.es
2014-02-11 08:22:21,abc.es
2014-02-11 08:22:21,images.performgroup.com
2014-02-11 08:22:22,www.abc.es
2014-02-11 08:22:22,es1.abcimg.es
2014-02-11 08:22:22,es4.abcimg.es
2014-02-11 08:22:22,es3.abcimg.es
2014-02-11 08:22:22,es2.abcimg.es
2014-02-11 08:22:22,estaticos1.abc.es
2014-02-11 08:22:23,p1cluster.cxense.com
2014-02-11 08:22:23,www.abc.es
2014-02-11 08:22:23,modulos-mm.abc.es
2014-02-11 08:22:23,es2.abcimg.es
2014-02-11 08:22:23,es4.abcimg.es
2014-02-11 08:22:23,resizer.abc.es
2014-02-11 08:22:23,es1.abcimg.es
2014-02-11 08:22:24,www.abc.es
2014-02-11 08:22:24,oferplan.abc.es
2014-02-11 08:22:24,www.laguiatv.abc.es
2014-02-11 08:22:24,modulos-mm.abc.es
2014-02-11 08:22:24,hoycinema.abc.es
2014-02-11 08:22:24,laguiatv.abc.es
2014-02-11 08:22:25,es2.abcimg.es
2014-02-11 08:22:25,www.abc.es
2014-02-11 08:22:29,www.abc.es
2014-02-11 08:22:30,loffit.abc.es
2014-02-11 08:22:30,resizer.abc.es
