timestamp,site
2013-11-15 12:54:13,office14client.microsoft.com
2013-11-15 12:54:14,office.microsoft.com
2013-11-15 12:54:15,office.microsoft.com
2013-11-15 12:58:15,office14client.microsoft.com
2013-11-15 12:58:16,api.bing.com
2013-11-15 12:58:16,office.microsoft.com
2013-11-15 12:58:16,rr.office.microsoft.com
2013-11-15 12:58:17,services.highbeam.com
2013-11-15 12:58:17,integrate.factiva.com
2013-11-15 12:58:18,www.worldlingo.com
2013-11-15 12:58:18,www.microsofttranslator.com
2013-11-15 15:57:40,office.microsoft.com
2013-11-15 16:00:22,www.bing.com
2013-11-15 16:00:23,www.bing.com
2013-11-15 16:00:23,dev.virtualearth.net
2013-11-15 16:00:24,www.bing.com
2013-11-15 16:00:24,www.pagesjaunes.fr
2013-11-15 16:00:24,logc258.at.pagesjaunes.fr
2013-11-15 16:00:25,ts3.mm.bing.net
2013-11-15 16:00:25,ts2.mm.bing.net
2013-11-15 16:00:25,ts4.mm.bing.net
2013-11-15 16:00:25,ts1.mm.bing.net
2013-11-15 16:00:25,www.bing.com
2013-11-15 16:00:26,ts4.mm.bing.net
2013-11-15 16:00:26,ts1.mm.bing.net
2013-11-15 16:00:26,ts3.mm.bing.net
2013-11-15 16:00:26,www.bing.com
2013-11-15 16:00:26,ts2.mm.bing.net
2013-11-15 16:00:27,ts1.mm.bing.net
2013-11-15 16:00:27,www.bing.com
2013-11-15 16:00:28,www.bing.com
2013-11-15 16:00:28,ts1.mm.bing.net
2013-11-15 16:00:29,www.bing.com
2013-11-15 16:00:30,www.bing.com
2013-11-15 16:00:34,www.bing.com
2013-11-15 16:00:38,login.live.com
2013-11-15 16:00:41,www.bing.com
2013-11-15 16:00:42,www.bing.com
2013-11-15 16:00:42,ts2.mm.bing.net
2013-11-15 16:00:42,ts3.mm.bing.net
2013-11-15 16:00:42,ts1.mm.bing.net
2013-11-15 16:00:42,ts4.mm.bing.net
2013-11-15 16:00:43,ts4.mm.bing.net
2013-11-15 16:00:43,ts3.mm.bing.net
2013-11-15 16:00:43,ts2.mm.bing.net
2013-11-15 16:00:43,ts1.mm.bing.net
2013-11-15 16:00:44,ts4.mm.bing.net
