timestamp,site
2014-01-16 09:07:29,ieonline.microsoft.com
2014-01-16 09:07:30,www.google.com
2014-01-16 09:07:30,www.bing.com
2014-01-16 09:07:49,www.google.fr
2014-01-16 09:07:50,www.google.com
2014-01-16 09:07:51,apis.google.com
2014-01-16 09:07:55,ieonline.microsoft.com
2014-01-16 09:07:55,go.microsoft.com
2014-01-16 09:07:56,mw2.google.com
2014-01-16 09:08:00,www.google.fr
2014-01-16 09:08:00,www.google.com
2014-01-16 09:08:00,apis.google.com
2014-01-16 09:08:00,mw2.google.com
2014-01-16 09:10:41,ieonline.microsoft.com
2014-01-16 09:43:38,www.google.fr
2014-01-16 09:43:44,www.google.fr
2014-01-16 09:45:38,www.google.fr
2014-01-29 08:11:21,fpdownload2.macromedia.com
2014-01-29 08:11:31,go.microsoft.com
2014-01-29 08:11:31,www.iegallery.com
2014-01-29 08:11:32,www.iegallery.com
2014-01-29 08:11:33,www.iegallery.com
2014-01-29 08:11:34,www.iegallery.com
2014-01-29 08:11:43,www.google.fr
2014-01-29 08:11:44,www.google.fr
2014-01-29 08:11:45,www.google.fr
2014-01-29 08:11:45,www.google.com
2014-01-29 08:11:51,www.google.fr
2014-01-29 08:11:54,www.google.fr
2014-01-29 08:12:01,www.google.fr
2014-01-29 08:12:06,mw2.google.com
2014-01-29 08:12:06,www.google.com
2014-01-29 08:12:06,www.google.fr
2014-01-29 08:12:07,www.google.fr
2014-01-29 08:12:07,mw2.google.com
2014-01-29 08:12:08,www.google.fr
2014-01-29 08:12:09,www.google.fr
2014-01-29 08:12:46,www.google.fr
2014-01-29 08:19:19,armmf.adobe.com
2014-01-29 08:19:21,armmf.adobe.com
2014-01-29 08:19:22,armmf.adobe.com
2014-01-29 08:19:24,armmf.adobe.com
2014-01-29 08:19:27,armdl.adobe.com
2014-01-29 08:54:46,www.google.fr
2014-01-29 08:54:47,www.google.com
2014-01-29 08:55:05,www.google.fr
2014-01-29 08:55:05,www.google.com
2014-01-29 08:55:05,www.lequipe.fr
2014-01-29 08:55:06,medias.lequipe.fr
2014-01-29 08:55:06,www.facebook.com
2014-01-29 08:55:06,static.lequipe.fr
2014-01-29 08:55:06,netstorage.lequipe.fr
2014-01-29 08:55:06,www.lequipe.fr
2014-01-29 08:55:06,platform.twitter.com
2014-01-29 08:55:07,netstorage.lequipe.fr
2014-01-29 08:55:07,twitter.com
2014-01-29 08:55:07,pmu.eficiens-serving.com
2014-01-29 08:55:07,www2.lequipe.fr
2014-01-29 08:55:07,xml.betclick.com
2014-01-29 08:55:07,medias.lequipe.fr
2014-01-29 08:55:08,widget.achetezfacile.com
2014-01-29 08:55:08,rp.gwallet.com
2014-01-29 08:55:08,www.google.com
2014-01-29 08:55:08,www.lequipe.fr
2014-01-29 08:55:08,twitter.com
2014-01-29 08:55:08,medias.lequipe.fr
2014-01-29 08:55:09,apis.google.com
2014-01-29 08:55:09,www.lequipe.fr
2014-01-29 08:55:09,ajax.googleapis.com
2014-01-29 08:55:09,pr.ybp.yahoo.com
2014-01-29 08:55:09,um.simpli.fi
2014-01-29 08:55:09,match.rtbidder.net
2014-01-29 08:55:09,i.htfacile.fr
2014-01-29 08:55:10,pixel2368.everesttech.net
2014-01-29 08:55:10,apis.google.com
2014-01-29 08:55:10,accounts.google.com
2014-01-29 08:55:10,medias.lequipe.fr
2014-01-29 08:55:11,apis.google.com
2014-01-29 08:55:11,static.lequipe.fr
2014-01-29 08:55:11,accounts.google.com
2014-01-29 08:55:11,pixel2368.everesttech.net
2014-01-29 08:55:13,medias.lequipe.fr
2014-01-29 08:55:13,static.lequipe.fr
2014-01-29 08:55:18,medias.lequipe.fr
2014-01-29 08:55:20,medias.lequipe.fr
2014-01-29 08:55:23,medias.lequipe.fr
2014-01-29 08:55:24,static.lequipe.fr
2014-01-29 08:55:24,medias.lequipe.fr
2014-01-29 08:56:19,www.google.fr
2014-01-29 08:56:20,layout.eurosport.com
