id,dep_delayed_15min
0,0.02548641
1,0.06234384
2,0.061725195
3,0.24099168
4,0.3533523
5,0.07238657
6,0.039493244
7,0.23179394
8,0.00019895006
9,0.307508
10,0.6269045
11,0.2861681
12,0.10725957
13,0.06254052
14,0.1040088
15,0.28924072
16,0.074364886
17,0.31222877
18,0.34618083
19,0.029195314
20,0.25204226
21,0.06755034
22,0.45211643
23,0.08509299
24,0.154436
25,0.5395474
26,0.020358052
27,0.0310409
28,0.1441798
29,0.060165536
30,0.13611439
31,0.5455516
32,0.012426582
33,0.16081999
34,0.6291713
35,0.3017802
36,0.00022000392
37,0.17795001
38,0.035733297
39,0.33619916
40,0.57681954
41,0.12298367
42,0.12227145
43,0.20184098
44,0.050639737
45,0.4861987
46,0.0049703536
47,0.37739262
48,0.9945194
49,0.045005232
50,0.53087
51,0.00019217766
52,0.13285069
53,0.4161001
54,0.00015470776
55,0.12324735
56,0.23042643
57,0.46656638
58,0.0001285258
59,0.2943656
60,0.18362485
61,0.054434024
62,0.1132427
63,0.29492527
64,0.21286406
65,0.08047757
66,0.023880858
67,0.15005922
68,0.13016923
69,0.13846216
70,0.02174383
71,0.30326825
72,0.3417088
73,0.19177997
74,0.53640884
75,0.22205572
76,0.00016154702
77,0.11231825
78,0.02325245
79,0.086613126
80,0.18870945
81,0.3535111
82,0.14069578
83,0.16527677
84,0.068532854
85,0.020902466
86,0.12806912
87,0.19536977
88,0.2109887
89,0.00018390763
90,0.12809856
91,0.26075983
92,0.18794845
93,0.21016276
94,0.14282957
95,0.11097795
96,0.3194457
97,0.16317508
98,0.20065503
99,0.3028646
100,0.022090383
101,0.55754346
102,0.03400576
103,0.17035557
104,0.00016302979
105,0.024933442
106,0.31855094
107,0.079778396
108,0.08610584
109,0.16768909
110,0.1207983
111,0.16472416
112,0.47596073
113,0.0060022133
114,0.09493778
115,0.06353302
116,0.036853958
117,0.23511837
118,0.028133119
119,0.10326075
120,0.570885
121,0.102289885
122,0.23356217
123,0.18223445
124,0.13279366
125,0.03724891
126,0.06119358
127,0.033429235
128,0.27166656
129,0.24748479
130,0.42176613
131,0.16653436
132,0.032161586
133,0.16155095
134,0.086311445
135,0.34707624
136,0.1194232
137,0.78229886
138,0.008758841
139,0.083070844
140,0.26104596
141,0.17157683
142,0.18958922
143,0.28234568
144,0.099695414
145,0.22936745
146,0.1381312
147,0.3063903
148,0.023143994
149,0.546891
150,0.37436426
151,0.14945321
152,0.107224755
153,0.00012573302
154,0.00021690941
155,0.11417569
156,0.20560406
157,0.21101828
158,0.33610517
159,0.06968415
160,0.07507464
161,0.17443298
162,0.3739805
163,0.10059813
164,0.16390602
165,0.09158492
166,0.3643115
167,0.034570165
168,0.1109457
169,0.15947086
170,0.3530623
171,0.11686607
172,0.13306233
173,0.24290225
174,0.26693523
175,0.16162604
176,0.00013861142
177,0.003028624
178,0.16869065
179,0.16468951
180,0.030091027
181,0.105320655
182,0.78465337
183,0.4160493
184,0.22730704
185,0.36272144
186,0.26960745
187,0.19349122
188,0.2688617
189,0.5230393
190,0.64683634
191,0.612093
192,0.22118613
193,0.2573471
194,0.116446674
195,0.00021361954
196,0.1884655
197,0.04864697
198,0.38744456
199,0.19867899
200,0.1635373
201,0.2010748
202,0.18795447
203,0.0029456292
204,0.060001437
205,0.3465351
206,0.45387247
207,0.05951301
208,0.3522651
209,0.14953555
210,0.06563439
211,0.028369488
212,0.19975255
213,0.2417817
214,0.12201362
215,0.15806547
216,0.01844505
217,0.16447744
218,0.00012640646
219,0.12875561
220,0.23392995
221,0.34186748
222,0.26478225
223,0.06291539
224,0.00026327572
225,0.116555795
226,0.3509408
227,0.38452452
228,0.26151818
229,0.5084854
230,0.10128132
231,0.23968457
232,0.00024956898
233,0.1661628
234,0.12147181
235,0.065962456
236,0.0026639528
237,0.21968536
238,0.07825235
239,0.04462548
240,0.21684776
241,0.00033593155
242,0.065301694
243,0.051295273
244,0.43681067
245,0.20300554
246,0.31115192
247,0.42961064
248,0.7533502
249,0.27131736
250,0.18143904
251,0.014444961
252,0.033250373
253,0.057144973
254,0.5396034
255,0.08047886
256,0.10325942
257,0.03593931
258,0.1949245
259,0.035478197
260,0.34431368
261,0.10693633
262,0.99320143
263,0.13573621
264,0.037815813
265,0.1718274
266,0.16700494
267,0.1739111
268,0.36211416
269,0.3025866
270,0.14227536
271,0.32765317
272,0.17838198
273,0.029149434
274,0.16247286
275,0.05023397
276,0.05454096
277,0.24676459
278,0.19486845
279,0.16030791
280,0.26963967
281,0.4001269
282,0.13984694
283,0.06697774
284,0.29816735
285,0.14236324
286,0.029201377
287,0.22389205
288,0.20895639
289,0.01722681
290,0.075932525
291,0.13912681
292,0.36581072
293,0.2576985
294,0.3848734
295,0.030795176
296,0.02971766
297,0.2232895
298,0.21400756
299,0.00016061854
300,0.0841816
301,0.32581252
302,0.18853562
303,0.234962
304,0.14383154
305,0.42594147
306,0.33381453
307,0.020545263
308,0.1885875
309,0.33159614
310,0.39681834
311,0.1600365
312,0.02954365
313,0.38983643
314,0.05762819
315,0.060661487
316,0.086073086
317,0.11184688
318,0.26719448
319,0.15691914
320,0.14776433
321,0.039209135
322,0.00019131253
323,0.18327661
324,0.09395472
325,0.55144805
326,0.07869822
327,0.09620642
