id,dep_delayed_15min
0,0.020494422
1,0.030094191
2,0.033440318
3,0.27642465
4,0.22516632
5,0.08663709
6,0.042610604
7,0.17985365
8,0.13293698
9,0.27460092
10,0.35615954
11,0.26094994
12,0.092970066
13,0.12343414
14,0.082373925
15,0.24907976
16,0.063983984
17,0.23741946
18,0.44365785
19,0.008901042
20,0.27702597
21,0.047170248
22,0.25707242
23,0.1294407
24,0.29079884
25,0.27776727
26,0.007205247
27,0.018225953
28,0.35189888
29,0.13276495
30,0.17701268
31,0.39381206
32,0.03436305
33,0.2665556
34,0.5520983
35,0.3458446
36,0.19062424
37,0.11777789
38,0.06516398
39,0.144941
40,0.13370335
41,0.18283929
42,0.15101042
43,0.31124413
44,0.1137222
45,0.42185888
46,0.0038346213
47,0.24392301
48,0.7060585
49,0.09930753
50,0.5111767
51,0.04560523
52,0.2210778
53,0.42110687
54,0.21257377
55,0.07343941
56,0.20371015
57,0.3766462
58,0.066298485
59,0.2682372
60,0.17095102
61,0.069120966
62,0.13468443
63,0.22382401
64,0.19586003
65,0.17247711
66,0.03697836
67,0.109011695
68,0.14530414
69,0.29638058
70,0.010533523
71,0.15354055
72,0.51373345
73,0.22351447
74,0.58913594
75,0.2648223
76,0.09106227
77,0.22339554
78,0.08714999
79,0.09371459
80,0.176511
81,0.29262453
82,0.09529705
83,0.16178133
84,0.14056845
85,0.0071904887
86,0.12484376
87,0.22095482
88,0.345721
89,0.15179342
90,0.16329592
91,0.33450013
92,0.18993282
93,0.08267711
94,0.22064106
95,0.12027371
96,0.24940798
97,0.19053502
98,0.18350106
99,0.3864359
100,0.111682825
101,0.1756878
102,0.09993043
103,0.13610813
104,0.004615895
105,0.11070245
106,0.24283925
107,0.04958055
108,0.11893651
109,0.17553048
110,0.2054249
111,0.19146885
112,0.63808143
113,0.030057505
114,0.057066716
115,0.12649053
116,0.11385262
117,0.7053341
118,0.10049626
119,0.14841466
120,0.28577745
121,0.256506
122,0.125051
123,0.13109551
124,0.18625876
125,0.039866146
126,0.10542252
127,0.02730024
128,0.046472937
129,0.41918007
130,0.35755295
131,0.11938115
132,0.044652946
133,0.2674498
134,0.04838346
135,0.2697669
136,0.19817604
137,0.09655347
138,0.020145338
139,0.05148636
140,0.33084974
141,0.26423442
