id,dep_delayed_15min
0,0.011865475
1,0.03616559
2,0.014692702
3,0.19650479
4,0.2327701
5,0.12748295
6,0.033347905
7,0.24682674
8,0.10171322
9,0.28194982
10,0.49582294
11,0.23175782
12,0.052488394
13,0.07914389
14,0.037607938
15,0.33483964
16,0.05866565
17,0.24425575
18,0.45379248
19,0.009460884
20,0.29961678
21,0.039358266
22,0.36184558
23,0.16991882
24,0.33816782
25,0.27421403
26,0.005429734
27,0.01778937
28,0.28450826
29,0.15243077
30,0.2340738
31,0.4101286
32,0.05018784
33,0.23608765
34,0.45201612
35,0.4392508
36,0.16260612
37,0.098776095
38,0.027081769
39,0.108424716
40,0.14400804
41,0.21011257
42,0.18507096
43,0.2869383
44,0.11968737
45,0.254196
46,0.00043824397
47,0.31448355
48,0.61727864
49,0.08045339
50,0.46689755
51,0.031336118
52,0.25263065
53,0.4618777
54,0.05831119
55,0.067729674
56,0.22572754
57,0.30277762
58,0.06555382
59,0.27191597
60,0.22868973
61,0.08409288
62,0.13871436
63,0.16764517
64,0.18236414
65,0.20956324
66,0.024167156
67,0.11499256
68,0.1571758
69,0.28812924
70,0.00661695
71,0.12145782
72,0.548626
73,0.41818205
74,0.76547915
75,0.17121004
76,0.07390826
77,0.16221535
78,0.07313913
79,0.05651052
80,0.20910126
81,0.45255497
82,0.046343338
83,0.13335414
84,0.21881141
85,0.006762124
86,0.09751714
87,0.18913186
88,0.31728482
89,0.20648801
90,0.15400125
91,0.60471714
92,0.16819182
93,0.054560415
94,0.20056571
95,0.13977177
96,0.26315382
97,0.12541527
98,0.17604564
99,0.29419303
100,0.057323575
101,0.33002946
102,0.108289525
103,0.13232179
104,0.0017654208
105,0.13020924
106,0.32825556
107,0.050070185
108,0.08381262
109,0.19975732
110,0.18601415
111,0.19218752
112,0.7044245
113,0.010330005
114,0.04609087
115,0.07665483
116,0.14604147
117,0.6144538
118,0.05729315
119,0.13875143
120,0.28825253
121,0.2692529
122,0.20326771
123,0.09404103
124,0.13820061
125,0.021609178
126,0.112691894
127,0.018042587
128,0.02474127
129,0.42442864
130,0.34939373
131,0.12046943
132,0.04703974
133,0.2670393
134,0.072675854
135,0.2463903
136,0.22739172
137,0.16592489
138,0.014790681
139,0.05743335
140,0.36834073
141,0.23000722
142,0.41589934
143,0.15596047
144,0.08074907
145,0.17995435
146,0.13683046
147,0.1446234
148,0.14223146
149,0.6787115
150,0.36635306
151,0.13796662
152,0.19467825
153,0.20410815
154,0.10898954
155,0.20785289
156,0.1543072
157,0.23264554
158,0.1420287
159,0.038862564
160,0.11467136
161,0.5869066
162,0.7114266
163,0.0795981
164,0.25289702
165,0.09237473
166,0.14155327
167,0.0065443343
168,0.1258407
169,0.16148235
170,0.34340173
171,0.13343005
172,0.055121362
173,0.24850154
174,0.36149004
175,0.10701258
176,0.15008514
177,0.011371938
178,0.31665707
179,0.11332071
180,0.021763576
181,0.04894904
182,0.23958635
183,0.70373863
184,0.20862731
185,0.41923025
186,0.24889365
187,0.29308024
188,0.29514262
189,0.22352977
190,0.3433462
191,0.67353815
192,0.23089439
193,0.11568847
194,0.2177842
195,0.1992208
196,0.06751674
197,0.11207024
198,0.18338315
199,0.3446277
200,0.23617853
201,0.23164962
202,0.14864102
203,0.014756186
204,0.07150331
205,0.43539667
206,0.3913073
207,0.0066272453
208,0.07836155
209,0.14098637
210,0.010400027
211,0.07031145
212,0.11734317
213,0.20399848
214,0.09996356
215,0.099487044
216,0.028895183
217,0.12486489
218,0.3023288
219,0.1845479
220,0.24813017
221,0.40337494
222,0.24100901
223,0.11815303
224,0.30879506
225,0.103573084
226,0.2530503
227,0.3587038
228,0.34863463
229,0.5213303
230,0.012574613
231,0.1181587
232,0.14632033
233,0.26648915
234,0.16314082
235,0.110008866
236,0.010415197
237,0.3103706
238,0.079113156
239,0.12521373
240,0.02100093
241,0.36321598
242,0.08533795
243,0.08645603
244,0.119585894
245,0.1938074
246,0.37121007
247,0.25283775
248,0.6962799
