id,dep_delayed_15min
0,0.031336196
1,0.05651425
2,0.033448942
3,0.19899227
4,0.19463237
5,0.10104816
6,0.034577843
7,0.2981814
8,0.17265758
9,0.2930653
10,0.21646515
11,0.35885128
12,0.089080445
13,0.15469393
14,0.075399905
15,0.25834495
16,0.07561586
17,0.21734294
18,0.42394567
19,0.007845374
20,0.23956314
21,0.047772765
22,0.30029613
23,0.120273374
24,0.28172314
25,0.2802049
26,0.012098197
27,0.03807859
28,0.5059765
29,0.1349653
30,0.15487863
31,0.31020325
32,0.029078785
33,0.28803384
34,0.61131084
35,0.2926594
36,0.17013486
37,0.09211992
38,0.081344165
39,0.16486569
40,0.10813498
41,0.15243326
42,0.18346426
43,0.25448874
44,0.15865684
45,0.35132682
46,0.0021187821
47,0.23897752
48,0.7719846
49,0.10608278
50,0.48431545
51,0.06424971
52,0.18841165
53,0.45336103
54,0.24729575
55,0.14315006
56,0.22291198
57,0.39582035
58,0.085369945
59,0.28566658
60,0.17616203
61,0.07568239
62,0.122901075
63,0.21873644
64,0.20996974
65,0.13962184
66,0.030798737
67,0.14510854
68,0.13362254
69,0.21574134
70,0.014865807
71,0.15761814
72,0.4351076
73,0.35677585
74,0.62964076
75,0.26105925
76,0.14209634
77,0.16038597
78,0.08395462
79,0.13875194
80,0.16838965
81,0.30047384
82,0.075418726
83,0.16736707
84,0.111217685
85,0.012739927
86,0.07142494
87,0.18359506
88,0.26491094
89,0.32954827
90,0.22129901
91,0.2322438
92,0.23202224
93,0.0913707
94,0.23869173
95,0.12779465
96,0.22594097
97,0.38076332
98,0.15545976
99,0.32180563
100,0.16583268
101,0.21477333
102,0.07843867
103,0.22440128
104,0.007575162
105,0.11295828
106,0.25488827
107,0.06801639
108,0.1522724
109,0.14018549
110,0.31056246
111,0.22147237
112,0.6162912
113,0.022157481
114,0.06862477
115,0.11092157
116,0.11548916
117,0.5975805
118,0.041010268
119,0.13251382
120,0.18978441
121,0.33723873
122,0.16448921
123,0.18819667
124,0.22615887
125,0.04272311
126,0.097498715
127,0.030028783
128,0.047352638
129,0.44158655
130,0.40715697
131,0.14101326
132,0.030405197
133,0.23600647
134,0.05291096
135,0.25999895
136,0.26728132
137,0.06886939
138,0.011960602
139,0.09061036
140,0.43167722
141,0.25142
142,0.36981028
143,0.4693343
144,0.20701167
145,0.25159413
146,0.23406571
147,0.16653107
148,0.09957668
149,0.54876685
150,0.6644632
151,0.20687722
152,0.23896794
153,0.10815085
154,0.14430277
155,0.13470107
156,0.19355477
157,0.220199
158,0.24329759
159,0.031901006
160,0.17460364
161,0.33787856
162,0.62236685
163,0.07831263
164,0.20993629
165,0.14354256
166,0.10469644
167,0.0061907046
168,0.15238434
169,0.25176653
170,0.22828496
171,0.15771583
172,0.12792273
173,0.23738727
174,0.35144687
175,0.18442649
176,0.14093573
177,0.010153303
178,0.2869741
179,0.07659624
180,0.025152141
181,0.11315864
182,0.19813159
183,0.8114478
184,0.2987072
185,0.36417985
186,0.21553904
187,0.32531226
188,0.28207254
189,0.28221777
190,0.33122587
191,0.3915114
192,0.16505682
193,0.15989766
194,0.19365282
195,0.115251765
196,0.07629016
197,0.10083386
198,0.31387436
199,0.26823324
200,0.18532176
201,0.34708574
202,0.100172415
203,0.0144593995
204,0.03944684
205,0.5033526
206,0.5010792
207,0.011278509
208,0.13260674
209,0.16085409
210,0.030219931
211,0.08983838
212,0.20657314
213,0.2381874
214,0.15188469
215,0.24710158
216,0.022777371
217,0.106866844
218,0.2657012
219,0.15134826
220,0.202464
221,0.2860323
222,0.17230493
